position,now_cost,points_last_3gw,points_last_5gw,minutes_last_3gw,minutes_percentage_last_3,goals_last_3gw,assists_last_3gw,xg_last_3gw,xa_last_3gw,xgi_last_3gw,clean_sheets_last_3gw,bonus_last_3gw,ict_last_3gw,goals_per_90,points_std_last_5gw,points_trend,next_was_home,next_fixture_difficulty,next_opp_def_strength,strength_attack_home_player_team,strength_attack_away_player_team,transfers_balance,target_points,player_id,player_name,gameweek
MID,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-959,0.0,159,March,2
MID,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-415,0.0,159,March,3
MID,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-179,0.0,159,March,4
MID,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-97,0.0,159,March,5
MID,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-16,0.0,159,March,6
MID,60,3.0,3.0,68.0,75.55555555555556,0.0,0.0,0.09,0.02,0.11,1.0,0.0,1.5,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-19666,4.0,160,Minteh,2
MID,60,2.5,2.5,79.0,87.77777777777777,0.0,0.0,0.08499999999999999,0.28500000000000003,0.37,1.0,0.0,5.15,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-21377,6.0,160,Minteh,3
MID,60,3.0,3.0,82.66666666666667,91.85185185185186,0.0,0.0,0.12333333333333334,0.20000000000000004,0.3233333333333333,1.0,0.0,5.233333333333333,0.0,1.0,0.4999999999999995,True,1160.0,1160.0,1090,1140,-694,9.0,160,Minteh,4
MID,60,4.0,3.75,90.0,100.0,0.0,0.3333333333333333,0.14,0.24333333333333332,0.3833333333333333,0.0,0.3333333333333333,7.5,0.0,1.707825127659933,1.9999999999999996,False,1300.0,1220.0,1090,1140,8436,5.0,160,Minteh,5
MID,60,6.333333333333333,4.8,85.0,94.44444444444444,0.3333333333333333,0.3333333333333333,0.36000000000000004,0.06,0.42,0.0,1.0,7.6000000000000005,0.3529411764705882,2.7748873851023217,2.4999999999999996,False,1150.0,1120.0,1090,1140,56352,2.0,160,Minteh,6
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-1389,0.0,161,Enciso,2
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-588,0.0,161,Enciso,3
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-333,0.0,161,Enciso,4
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-175,0.0,161,Enciso,5
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-92,0.0,161,Enciso,6
MID,54,1.0,1.0,7.0,7.777777777777778,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.5,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-679,8.0,162,Gruda,2
MID,54,1.0,1.0,6.0,6.666666666666667,0.0,0.0,0.185,0.0,0.185,0.0,0.0,0.5,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-530,1.0,162,Gruda,3
MID,54,3.3333333333333335,3.3333333333333335,13.666666666666666,15.185185185185185,0.3333333333333333,0.0,0.3833333333333333,0.0,0.3833333333333333,0.0,0.6666666666666666,3.1666666666666665,2.1951219512195124,4.041451884327381,3.4999999999999987,True,1160.0,1160.0,1090,1140,5572,2.0,162,Gruda,4
MID,54,3.3333333333333335,2.75,19.0,21.11111111111111,0.3333333333333333,0.0,0.27999999999999997,0.0033333333333333335,0.2833333333333333,0.0,0.6666666666666666,3.033333333333333,1.5789473684210527,3.5,1.3289664555155756e-15,False,1300.0,1220.0,1090,1140,-1205,4.0,162,Gruda,5
MID,54,3.6666666666666665,2.6,38.0,42.22222222222222,0.3333333333333333,0.0,0.29,0.006666666666666667,0.2966666666666667,0.0,0.6666666666666666,3.4333333333333336,0.7894736842105263,3.0495901363953815,-3.0000000000000018,False,1150.0,1120.0,1090,1140,-747,2.0,162,Gruda,6
MID,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-2552,2.0,163,Hinshelwood,2
MID,52,0.5,0.5,22.5,25.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.3,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-1488,1.0,163,Hinshelwood,3
MID,52,1.0,1.0,35.0,38.88888888888889,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.39999999999999997,0.0,1.0,0.9999999999999998,True,1160.0,1160.0,1090,1140,-705,0.0,163,Hinshelwood,4
MID,52,1.3333333333333333,1.0,35.666666666666664,39.629629629629626,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.39999999999999997,0.0,0.816496580927726,1.0813965140346581e-17,False,1300.0,1220.0,1090,1140,-1716,0.0,163,Hinshelwood,5
MID,52,1.0,0.8,20.666666666666668,22.962962962962965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.8366600265340756,-1.0,False,1150.0,1120.0,1090,1140,-1224,0.0,163,Hinshelwood,6
MID,55,10.0,10.0,87.0,96.66666666666667,1.0,0.0,0.79,0.14,0.93,1.0,2.0,11.5,1.0344827586206897,0.0,0.0,True,1300.0,1300.0,1090,1140,92054,0.0,164,O'Riley,2
MID,55,6.0,6.0,88.5,98.33333333333333,0.5,0.0,0.605,0.085,0.6900000000000001,1.0,1.0,9.5,0.5084745762711864,5.656854249492381,0.0,False,1200.0,1200.0,1090,1140,-26495,0.0,164,O'Riley,3
MID,55,4.0,4.0,59.0,65.55555555555556,0.3333333333333333,0.0,0.4033333333333333,0.05666666666666667,0.46,1.0,0.6666666666666666,6.333333333333333,0.5084745762711864,5.291502622129181,-5.0,True,1160.0,1160.0,1090,1140,-65915,0.0,164,O'Riley,4
MID,55,0.6666666666666666,3.0,30.0,33.33333333333333,0.0,0.0,0.13999999999999999,0.01,0.15,0.0,0.0,2.5,0.0,4.760952285695233,-1.0000000000000002,False,1300.0,1220.0,1090,1140,-32788,0.0,164,O'Riley,5
MID,55,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33589667773576,0.0,False,1150.0,1120.0,1090,1140,-14199,0.0,164,O'Riley,6
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-376,0.0,165,Sima,2
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-336,0.0,165,Sima,3
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-489,0.0,165,Sima,4
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-252,0.0,165,Sima,5
MID,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-157,0.0,165,Sima,6
MID,49,3.0,3.0,90.0,100.0,0.0,0.0,0.0,0.12,0.12,0.0,1.0,1.2,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-1298,1.0,166,Ayari,2
MID,49,2.5,2.5,78.0,86.66666666666667,0.0,0.0,0.075,0.06999999999999999,0.14500000000000002,0.0,0.5,2.25,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-2782,2.0,166,Ayari,3
MID,49,2.0,2.0,61.666666666666664,68.5185185185185,0.0,0.0,0.049999999999999996,0.049999999999999996,0.09999999999999999,0.0,0.3333333333333333,2.566666666666667,0.0,1.0,-1.0,True,1160.0,1160.0,1090,1140,-1466,8.0,166,Ayari,4
MID,49,1.6666666666666667,2.0,60.666666666666664,67.4074074074074,0.0,0.0,0.049999999999999996,0.03333333333333333,0.08333333333333333,0.0,0.0,2.766666666666667,0.0,0.816496580927726,-2.8739846092794455e-16,False,1300.0,1220.0,1090,1140,-547,2.0,166,Ayari,5
MID,49,3.6666666666666665,3.2,68.66666666666667,76.2962962962963,0.3333333333333333,0.0,0.08,0.03333333333333333,0.11333333333333333,0.0,0.3333333333333333,3.966666666666667,0.4368932038834951,2.7748873851023212,3.4999999999999987,False,1150.0,1120.0,1090,1140,14606,2.0,166,Ayari,6
MID,48,3.0,3.0,68.0,75.55555555555556,0.0,0.0,0.02,0.01,0.03,1.0,0.0,1.7,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-24823,1.0,167,Baleba,2
MID,48,2.0,2.0,56.5,62.77777777777778,0.0,0.0,0.01,0.005,0.015,1.0,0.0,1.4,0.0,1.4142135623730951,0.0,False,1200.0,1200.0,1090,1140,-66103,0.0,167,Baleba,3
MID,48,1.6666666666666667,1.6666666666666667,57.333333333333336,63.70370370370371,0.0,0.0,0.006666666666666667,0.0033333333333333335,0.01,1.0,0.0,1.0,0.0,1.1547005383792517,-1.0000000000000004,True,1160.0,1160.0,1090,1140,-52942,1.0,167,Baleba,4
MID,48,0.6666666666666666,1.25,42.666666666666664,47.407407407407405,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.5333333333333333,0.0,1.2583057392117916,-0.4999999999999997,False,1300.0,1220.0,1090,1140,-48711,2.0,167,Baleba,5
MID,48,0.6666666666666666,1.2,42.666666666666664,47.407407407407405,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.39999999999999997,0.0,1.0954451150103321,-1.2297908031807458e-16,False,1150.0,1120.0,1090,1140,-34741,0.0,167,Baleba,6
MID,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1150,1190,-3953,0.0,168,Buonanotte,2
MID,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1290.0,1160.0,1150,1190,-2545,1.0,168,Buonanotte,3
MID,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1140.0,1100.0,1150,1190,-2532,0.0,168,Buonanotte,4
MID,48,0.3333333333333333,0.25,15.0,16.666666666666664,0.0,0.0,0.0,0.03,0.03,0.0,0.0,1.3,0.0,0.5,0.4999999999999998,True,1210.0,1210.0,1150,1190,209,0.0,168,Buonanotte,5
MID,48,0.3333333333333333,0.2,15.0,16.666666666666664,0.0,0.0,0.0,0.03,0.03,0.0,0.0,1.3,0.0,0.4472135954999579,1.7346906304869078e-16,True,1380.0,1380.0,1150,1190,-1757,0.0,168,Buonanotte,6
MID,49,0.0,0.0,21.0,23.333333333333332,0.0,0.0,0.03,0.03,0.06,0.0,0.0,2.6,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-768,2.0,169,Gomez,2
MID,49,0.5,0.5,22.0,24.444444444444443,0.0,0.0,0.015,0.02,0.034999999999999996,0.0,0.0,1.75,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-694,0.0,169,Gomez,3
MID,49,1.0,1.0,34.666666666666664,38.51851851851852,0.0,0.0,0.01,0.013333333333333334,0.02333333333333333,0.0,0.0,1.3,0.0,1.0,0.9999999999999998,True,1160.0,1160.0,1090,1140,-70,0.0,169,Gomez,4
MID,49,1.0,0.75,27.666666666666668,30.74074074074074,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.43333333333333335,0.0,0.9574271077563381,-0.4999999999999997,False,1300.0,1220.0,1090,1140,-146,2.0,169,Gomez,5
MID,49,0.6666666666666666,0.6,35.0,38.88888888888889,0.0,0.0,0.006666666666666667,0.02,0.02666666666666667,0.0,0.0,1.0,0.0,0.8944271909999159,-1.0000000000000002,False,1150.0,1120.0,1090,1140,4885,2.0,169,Gomez,6
MID,50,1.0,1.0,2.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-1006,6.0,170,Milner,2
MID,50,0.5,0.5,1.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-1405,1.0,170,Milner,3
MID,50,2.3333333333333335,2.3333333333333335,10.666666666666666,11.851851851851851,0.3333333333333333,0.0,0.26333333333333336,0.0033333333333333335,0.26666666666666666,0.0,0.0,1.7666666666666666,2.8125,3.2145502536643185,2.4999999999999982,True,1160.0,1160.0,1090,1140,3591,1.0,170,Milner,4
MID,50,2.3333333333333335,2.0,31.666666666666668,35.18518518518518,0.3333333333333333,0.0,0.26333333333333336,0.01,0.2733333333333334,0.0,0.0,2.1999999999999997,0.9473684210526315,2.70801280154532,0.5000000000000008,False,1300.0,1220.0,1090,1140,453,0.0,170,Milner,5
MID,50,2.6666666666666665,1.8,40.666666666666664,45.18518518518518,0.3333333333333333,0.0,0.26333333333333336,0.02,0.2833333333333334,0.0,0.0,2.766666666666667,0.7377049180327869,2.3874672772626644,-2.4999999999999996,False,1150.0,1120.0,1090,1140,-286,1.0,170,Milner,6
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-571,0.0,171,Sarmiento,2
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-417,0.0,171,Sarmiento,3
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-665,0.0,171,Sarmiento,4
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-372,0.0,171,Sarmiento,5
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-216,0.0,171,Sarmiento,6
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-281,0.0,172,Watson,2
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-348,0.0,172,Watson,3
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-165,0.0,172,Watson,4
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-119,0.0,172,Watson,5
MID,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-69,0.0,172,Watson,6
MID,49,4.0,4.0,90.0,100.0,0.0,0.0,0.02,0.02,0.04,0.0,0.0,4.9,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,423,0.0,173,Wieffer,2
MID,49,3.5,3.5,87.0,96.66666666666667,0.0,0.0,0.01,0.02,0.03,0.0,0.0,3.5500000000000003,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-120,0.0,173,Wieffer,3
MID,49,2.3333333333333335,2.3333333333333335,58.0,64.44444444444444,0.0,0.0,0.006666666666666667,0.013333333333333334,0.02,0.0,0.0,2.3666666666666667,0.0,2.0816659994661326,-2.0000000000000004,True,1160.0,1160.0,1090,1140,-1255,1.0,173,Wieffer,4
MID,49,1.0,1.75,28.0,31.11111111111111,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.7333333333333334,0.0,2.06155281280883,-1.4999999999999998,False,1300.0,1220.0,1090,1140,-516,3.0,173,Wieffer,5
MID,49,0.3333333333333333,1.6,1.6666666666666667,1.851851851851852,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.09999999999999999,0.0,1.8165902124584947,0.4999999999999998,False,1150.0,1120.0,1090,1140,-408,1.0,173,Wieffer,6
MID,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-689,0.0,174,Yalcouye,2
MID,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-245,0.0,174,Yalcouye,3
MID,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-127,0.0,174,Yalcouye,4
MID,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-50,0.0,174,Yalcouye,5
MID,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-42,0.0,174,Yalcouye,6
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-494,0.0,175,Knight,2
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-821,0.0,175,Knight,3
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-102,0.0,175,Knight,4
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,22,0.0,175,Knight,5
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,115,0.0,175,Knight,6
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-309,0.0,176,Mazilu,2
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-370,0.0,176,Mazilu,3
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-163,0.0,176,Mazilu,4
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-46,0.0,176,Mazilu,5
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-579,0.0,176,Mazilu,6
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-464,0.0,177,Moran,2
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-1825,0.0,177,Moran,3
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-793,0.0,177,Moran,4
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-327,0.0,177,Moran,5
MID,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-267,0.0,177,Moran,6
FWD,63,1.0,1.0,21.0,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-86269,2.0,178,Welbeck,2
FWD,63,0.5,0.5,55.5,61.66666666666667,0.0,0.0,0.78,0.05,0.83,0.0,0.0,1.65,0.0,0.7071067811865476,0.0,False,1200.0,1200.0,1090,1140,-116773,2.0,178,Welbeck,3
FWD,63,1.0,1.0,57.0,63.33333333333333,0.0,0.0,0.52,0.09000000000000001,0.61,0.0,0.0,1.7333333333333332,0.0,1.0,0.4999999999999995,True,1160.0,1160.0,1090,1140,-42555,1.0,178,Welbeck,4
FWD,63,1.3333333333333333,1.25,72.0,80.0,0.0,0.0,0.55,0.09666666666666668,0.6466666666666666,0.0,0.0,2.0,0.0,0.9574271077563381,1.0000000000000002,False,1300.0,1220.0,1090,1140,-19008,11.0,178,Welbeck,5
FWD,63,1.6666666666666667,1.2,47.0,52.22222222222223,0.0,0.0,0.043333333333333335,0.08333333333333333,0.12666666666666668,0.0,0.0,1.4333333333333333,0.0,0.8366600265340756,-0.4999999999999999,False,1150.0,1120.0,1090,1140,-29051,1.0,178,Welbeck,6
FWD,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-796,0.0,179,Ferguson,2
FWD,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-362,0.0,179,Ferguson,3
FWD,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-155,0.0,179,Ferguson,4
FWD,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-61,0.0,179,Ferguson,5
FWD,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-47,0.0,179,Ferguson,6
FWD,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-1836,0.0,180,Tzimas,2
FWD,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-1876,1.0,180,Tzimas,3
FWD,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-919,0.0,180,Tzimas,4
FWD,53,0.3333333333333333,0.25,7.666666666666667,8.518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4999999999999998,False,1300.0,1220.0,1090,1140,-343,1.0,180,Tzimas,5
FWD,53,0.3333333333333333,0.2,7.666666666666667,8.518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,1.7346906304869078e-16,False,1150.0,1120.0,1090,1140,-628,4.0,180,Tzimas,6
FWD,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1300.0,1300.0,1090,1140,-4479,0.0,181,Kostoulas,2
FWD,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1200.0,1200.0,1090,1140,-8233,0.0,181,Kostoulas,3
FWD,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1160.0,1160.0,1090,1140,-3258,0.0,181,Kostoulas,4
FWD,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1300.0,1220.0,1090,1140,-1076,0.0,181,Kostoulas,5
FWD,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1150.0,1120.0,1090,1140,-1463,0.0,181,Kostoulas,6
GK,48,7.0,7.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9,0.0,0.0,0.0,False,1210.0,1210.0,1250,1250,30041,2.0,182,Trafford,2
GK,48,4.5,4.5,90.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.5355339059327378,0.0,True,1100.0,1100.0,1250,1250,-16563,0.0,182,Trafford,3
GK,48,3.6666666666666665,3.6666666666666665,90.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3666666666666667,0.0,2.8867513459481287,-2.5000000000000004,False,1300.0,1290.0,1250,1250,-42129,0.0,182,Trafford,4
GK,48,1.3333333333333333,2.75,60.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.9860788111948193,-0.9999999999999994,True,1050.0,1050.0,1250,1250,-46811,0.0,182,Trafford,5
GK,48,0.6666666666666666,2.2,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3666666666666665,0.0,2.8635642126552705,-1.0000000000000002,False,1290.0,1160.0,1250,1250,-28871,0.0,182,Trafford,6
GK,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1140.0,1100.0,1050,1050,-1472,0.0,183,Weiss,2
GK,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1380.0,1380.0,1050,1050,-1626,0.0,183,Weiss,3
GK,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1180.0,1180.0,1050,1050,-1457,0.0,183,Weiss,4
