position,now_cost,points_last_3gw,points_last_5gw,points_std_last_5gw,points_trend,minutes_last_3gw,minutes_last_5gw,minutes_percentage_last_3,minutes_percentage_last_5,goals_last_3gw,goals_last_5gw,assists_last_3gw,assists_last_5gw,goals_per_90,assists_per_90,xg_last_3gw,xg_last_5gw,xa_last_3gw,xa_last_5gw,xgi_last_3gw,xg_per_90,goals_vs_xg_last_3,assists_vs_xa_last_3,creativity_last_3gw,creativity_last_5gw,creativity_per_90,influence_last_3gw,influence_last_5gw,threat_last_3gw,threat_last_5gw,threat_per_90,ict_last_3gw,ict_last_5gw,ict_per_90,bonus_last_3gw,bonus_last_5gw,bps_last_3gw,bps_last_5gw,clean_sheets_last_3gw,clean_sheets_last_5gw,was_home,fixture_difficulty,strength_attack_home_player_team,strength_attack_away_player_team,strength_defence_home_opponent,strength_defence_away_opponent,transfers_balance,goals_conceded_last_3gw,goals_conceded_last_5gw,saves_last_3gw,saves_last_5gw,target_points,player_id,player_name,gameweek
DEF,63,6.0,6.0,0.0,0.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.005,0.005,0.025,0.02,-0.02,-0.005,1.7999999999999998,1.7999999999999998,1.7999999999999998,18.1,18.1,5.0,5.0,5.0,2.5,2.5,2.5,0.0,0.0,24.5,24.5,2.0,2.0,False,1380,1350,1350,1380,1380,-28048,0.0,0.0,0.0,0.0,2,5,Gabriel,3
DEF,63,4.666666666666667,4.666666666666667,2.3094010767585034,-2.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.006666666666666667,0.006666666666666667,0.02666666666666667,0.02,-0.02,-0.006666666666666667,1.6666666666666667,1.6666666666666667,1.666666666666667,17.2,17.2,4.0,4.0,4.0,2.3000000000000003,2.3000000000000003,2.3000000000000003,0.0,0.0,19.0,19.0,2.0,2.0,True,1180,1350,1350,1180,1180,89836,0.3333333333333333,0.3333333333333333,0.0,0.0,9,5,Gabriel,4
DEF,63,5.666666666666667,5.75,2.8722813232690143,1.4999999999999991,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666667,0.065,0.01,0.0075,0.09666666666666666,0.08666666666666667,-0.08666666666666667,-0.01,2.0,1.575,2.0,18.933333333333334,19.9,5.666666666666667,5.25,5.666666666666667,2.6666666666666665,2.675,2.6666666666666665,0.3333333333333333,0.25,22.0,22.25,2.0,3.0,True,1300,1350,1350,1300,1380,45804,0.3333333333333333,0.25,0.0,0.0,2,5,Gabriel,5
DEF,63,4.333333333333333,5.0,3.0,1.5386914805943222e-15,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333333,0.052000000000000005,0.01,0.008,0.08333333333333333,0.07333333333333333,-0.07333333333333333,-0.01,1.6666666666666667,1.72,1.666666666666667,21.0,19.84,3.6666666666666665,4.2,3.6666666666666665,2.6333333333333333,2.58,2.6333333333333333,0.3333333333333333,0.2,17.666666666666668,20.4,1.0,3.0,False,1320,1350,1350,1240,1320,186233,0.6666666666666666,0.4,0.0,0.0,13,5,Gabriel,6
DEF,63,8.0,6.4,4.722287581247038,1.9999999999999984,90.0,90.0,100.0,100.0,0.3333333333333333,0.2,0.0,0.0,0.3333333333333333,0.0,0.14,0.096,0.013333333333333334,0.012,0.15333333333333332,0.14,0.1933333333333333,-0.013333333333333334,2.033333333333333,2.1599999999999997,2.033333333333333,41.46666666666666,30.639999999999997,14.0,10.0,14.0,5.733333333333333,4.279999999999999,5.733333333333333,1.3333333333333333,0.8,26.333333333333332,22.6,1.0,2.0,True,1100,1350,1350,1100,1100,504651,0.6666666666666666,0.6,0.0,0.0,9,5,Gabriel,7
DEF,60,9.0,9.0,0.0,0.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,31.4,31.4,0.0,0.0,0.0,3.2,3.2,3.2,1.0,1.0,25.0,25.0,1.0,1.0,True,1050,1350,1350,1050,1100,247702,0.0,0.0,0.0,0.0,6,6,Saliba,2
DEF,60,7.5,7.5,2.1213203435596424,0.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.0,0.0,-0.005,1.1,1.1,1.1,24.9,24.9,1.0,1.0,1.0,2.75,2.75,2.75,0.5,0.5,26.0,26.0,2.0,2.0,False,1380,1350,1350,1380,1380,-10170,0.0,0.0,0.0,0.0,1,6,Saliba,3
DEF,60,5.333333333333333,5.333333333333333,4.041451884327381,-3.999999999999998,61.333333333333336,61.333333333333336,68.14814814814815,68.14814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,-0.0033333333333333335,0.7333333333333334,0.7333333333333334,1.0760869565217392,17.599999999999998,17.599999999999998,0.6666666666666666,0.6666666666666666,0.9782608695652174,1.9333333333333333,1.9333333333333333,2.8369565217391304,0.3333333333333333,0.3333333333333333,18.666666666666668,18.666666666666668,2.0,2.0,True,1180,1350,1350,1180,1180,-439095,0.0,0.0,0.0,0.0,0,6,Saliba,4
DEF,60,2.3333333333333335,4.0,4.242640687119286,-3.000000000000001,31.333333333333332,46.0,34.81481481481482,51.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0025,0.0033333333333333335,0.0,0.0,-0.0033333333333333335,0.7000000000000001,0.55,2.0106382978723407,7.133333333333333,13.2,0.6666666666666666,0.5,1.9148936170212765,0.8666666666666666,1.45,2.4893617021276593,0.0,0.25,10.333333333333334,14.0,1.0,2.0,True,1300,1350,1350,1300,1380,-198404,0.0,0.0,0.0,0.0,2,6,Saliba,5
DEF,60,1.0,3.6,3.7815340802378077,0.4999999999999995,31.333333333333332,54.8,34.81481481481482,60.88888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.026000000000000002,0.006666666666666667,0.006,0.049999999999999996,0.12446808510638298,-0.043333333333333335,-0.006666666666666667,1.0,1.04,2.8723404255319154,8.333333333333334,14.959999999999999,1.3333333333333333,1.2,3.829787234042553,1.0666666666666667,1.7399999999999998,3.0638297872340425,0.0,0.2,6.333333333333333,14.2,0.0,2.0,False,1320,1350,1350,1240,1320,-13772,0.3333333333333333,0.2,0.0,0.0,1,6,Saliba,6
DEF,60,1.0,2.0,2.3452078799117153,0.5000000000000002,45.0,45.8,50.0,50.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.026000000000000002,0.030000000000000002,0.02,0.07333333333333333,0.08666666666666667,-0.043333333333333335,-0.030000000000000002,4.933333333333334,3.3800000000000003,9.866666666666667,9.133333333333333,9.76,2.0,1.6,4.0,1.5999999999999999,1.48,3.2,0.0,0.0,7.666666666666667,10.8,0.0,1.0,True,1100,1350,1350,1100,1100,10476,0.3333333333333333,0.2,0.0,0.0,6,6,Saliba,7
DEF,57,13.0,13.0,0.0,0.0,71.0,71.0,78.88888888888889,78.88888888888889,1.0,1.0,0.0,0.0,1.267605633802817,0.0,0.91,0.91,0.01,0.01,0.92,1.1535211267605634,0.08999999999999997,-0.01,2.1,2.1,2.6619718309859155,36.2,36.2,35.0,35.0,44.36619718309859,7.3,7.3,9.253521126760564,2.0,2.0,33.0,33.0,1.0,1.0,True,1050,1350,1350,1050,1100,249257,0.0,0.0,0.0,0.0,13,7,Calafiori,2
DEF,57,13.0,13.0,0.0,0.0,67.0,67.0,74.44444444444444,74.44444444444444,0.5,0.5,1.0,1.0,0.6716417910447761,1.3432835820895521,0.65,0.65,0.01,0.01,0.66,0.8731343283582089,-0.15000000000000002,0.99,11.75,11.75,15.78358208955224,37.1,37.1,28.5,28.5,38.28358208955224,7.699999999999999,7.699999999999999,10.343283582089551,1.5,1.5,35.5,35.5,2.0,2.0,False,1380,1350,1350,1380,1380,361084,0.0,0.0,0.0,0.0,2,7,Calafiori,3
DEF,57,9.333333333333334,9.333333333333334,6.3508529610858835,-5.499999999999997,74.66666666666667,74.66666666666667,82.96296296296298,82.96296296296298,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.40178571428571425,0.8035714285714285,0.47666666666666674,0.47666666666666674,0.01,0.01,0.48666666666666664,0.5745535714285714,-0.14333333333333342,0.6566666666666666,8.466666666666667,8.466666666666667,10.205357142857142,28.0,28.0,22.666666666666668,22.666666666666668,27.32142857142857,5.8999999999999995,5.8999999999999995,7.1116071428571415,1.0,1.0,26.666666666666668,26.666666666666668,2.0,2.0,True,1180,1350,1350,1180,1180,459197,0.3333333333333333,0.3333333333333333,0.0,0.0,5,7,Calafiori,4
DEF,57,6.666666666666667,8.25,5.619905100029122,-4.0000000000000036,73.33333333333333,72.75,81.48148148148148,80.83333333333333,0.0,0.25,0.6666666666666666,0.5,0.0,0.8181818181818181,0.17333333333333334,0.35750000000000004,0.01,0.01,0.18333333333333335,0.21272727272727274,-0.17333333333333334,0.6566666666666666,11.966666666666667,9.5,14.68636363636364,17.733333333333334,22.35,11.666666666666666,17.5,14.318181818181818,4.133333333333333,4.925,5.072727272727272,0.3333333333333333,0.75,21.0,24.0,2.0,3.0,True,1300,1350,1350,1300,1380,75801,0.3333333333333333,0.25,0.0,0.0,2,7,Calafiori,5
DEF,57,3.0,7.0,5.612486080160912,4.064777912668184e-16,82.33333333333333,76.2,91.48148148148148,84.66666666666667,0.0,0.2,0.0,0.4,0.0,0.0,0.09000000000000001,0.314,0.023333333333333334,0.018,0.11333333333333334,0.09838056680161945,-0.09000000000000001,-0.023333333333333334,6.8999999999999995,8.84,7.5425101214574894,6.266666666666667,18.6,10.666666666666666,17.8,11.65991902834008,2.4000000000000004,4.5200000000000005,2.623481781376519,0.0,0.6,10.666666666666666,20.6,1.0,3.0,False,1320,1350,1350,1240,1320,84574,0.6666666666666666,0.4,0.0,0.0,1,7,Calafiori,6
DEF,57,2.6666666666666665,4.6,4.929503017546495,-1.9999999999999996,75.33333333333333,75.8,83.7037037037037,84.22222222222221,0.0,0.0,0.0,0.4,0.0,0.0,0.08,0.152,0.03333333333333333,0.024,0.11333333333333334,0.09557522123893807,-0.08,-0.03333333333333333,11.866666666666667,11.78,14.176991150442479,4.2,12.08,10.333333333333334,12.8,12.345132743362834,2.633333333333334,3.66,3.146017699115046,0.0,0.2,7.666666666666667,14.0,1.0,2.0,True,1100,1350,1350,1100,1100,25129,0.6666666666666666,0.6,0.0,0.0,6,7,Calafiori,7
DEF,59,0.0,0.0,0.0,0.0,19.0,19.0,21.11111111111111,21.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.4210526315789473,3.0,3.0,0.0,0.0,0.0,0.3,0.3,1.4210526315789473,0.0,0.0,-3.0,-3.0,0.0,0.0,True,1050,1350,1350,1050,1100,-23011,0.0,0.0,0.0,0.0,24,8,J.Timber,2
DEF,59,12.0,12.0,16.97056274847714,0.0,41.0,41.0,45.55555555555556,45.55555555555556,1.0,1.0,0.5,0.5,2.1951219512195124,1.0975609756097562,0.405,0.405,0.025,0.025,0.43,0.8890243902439025,0.595,0.475,14.4,14.4,31.60975609756098,49.0,49.0,37.5,37.5,82.31707317073172,10.1,10.1,22.170731707317074,1.5,1.5,32.5,32.5,1.0,1.0,False,1380,1350,1350,1380,1380,449352,0.0,0.0,0.0,0.0,2,8,J.Timber,3
DEF,59,8.666666666666666,8.666666666666666,13.316656236958785,1.000000000000003,57.333333333333336,57.333333333333336,63.70370370370371,63.70370370370371,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0465116279069766,0.5232558139534883,0.3,0.3,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.47093023255813954,0.36666666666666664,0.3,13.733333333333334,13.733333333333334,21.558139534883722,36.46666666666667,36.46666666666667,28.666666666666668,28.666666666666668,45.0,7.8999999999999995,7.8999999999999995,12.401162790697674,1.0,1.0,24.0,24.0,1.0,1.0,True,1180,1350,1350,1180,1180,310541,0.3333333333333333,0.3333333333333333,0.0,0.0,8,8,J.Timber,4
DEF,59,11.333333333333334,8.5,10.878112581387146,-8.000000000000004,81.0,65.5,90.0,72.77777777777777,0.6666666666666666,0.5,0.3333333333333333,0.25,0.7407407407407407,0.37037037037037035,0.4000000000000001,0.30000000000000004,0.04,0.030000000000000002,0.44,0.44444444444444453,0.26666666666666655,0.29333333333333333,17.96666666666667,13.55,19.962962962962965,42.06666666666667,32.3,40.333333333333336,30.25,44.81481481481482,10.066666666666666,7.625,11.185185185185185,1.6666666666666667,1.25,37.333333333333336,27.25,2.0,2.0,True,1300,1350,1350,1300,1380,239054,0.3333333333333333,0.25,0.0,0.0,1,8,J.Timber,5
DEF,59,3.6666666666666665,7.0,10.0,-0.4999999999999984,86.33333333333333,68.2,95.92592592592592,75.77777777777777,0.0,0.4,0.0,0.2,0.0,0.0,0.13,0.24000000000000005,0.04,0.034,0.17,0.13552123552123554,-0.13,-0.04,13.1,13.62,13.656370656370656,16.066666666666666,29.24,18.0,25.8,18.764478764478763,4.733333333333333,6.88,4.934362934362935,0.6666666666666666,1.0,20.0,25.0,1.0,2.0,False,1320,1350,1350,1240,1320,156869,0.6666666666666666,0.4,0.0,0.0,2,8,J.Timber,6
DEF,59,3.6666666666666665,7.4,9.6850400102426,-3.0000000000000018,86.33333333333333,82.4,95.92592592592592,91.55555555555556,0.0,0.4,0.0,0.2,0.0,0.0,0.27666666666666667,0.346,0.09333333333333334,0.076,0.36999999999999994,0.28841698841698843,-0.27666666666666667,-0.09333333333333334,21.7,21.2,22.62162162162162,20.46666666666667,33.56,22.666666666666668,30.8,23.629343629343634,6.5,8.580000000000002,6.776061776061776,0.6666666666666666,1.0,21.0,27.6,1.0,2.0,True,1100,1350,1350,1100,1100,197000,0.6666666666666666,0.6,0.0,0.0,11,8,J.Timber,7
DEF,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1050,1350,1350,1050,1100,-1754,0.0,0.0,0.0,0.0,0,9,Kiwior,2
DEF,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1380,1350,1350,1380,1380,-1956,0.0,0.0,0.0,0.0,0,9,Kiwior,3
