player_id,player_name,position,element_type,gameweek,fixture,team_name,team_short,opponent_name,opponent_short,was_home,points,minutes,goals_scored,assists,clean_sheets,bonus,goals_conceded,saves,yellow_cards,red_cards,own_goals,penalties_saved,penalties_missed,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,bps,tackles,clearances_blocks_interceptions,recoveries,goals_vs_xg,assists_vs_xa,ict_per_90,points_last_3gw,points_last_5gw,minutes_last_3gw,goals_last_3gw,assists_last_3gw,xg_last_3gw,xa_last_3gw,xgi_last_3gw,clean_sheets_last_3gw,bonus_last_3gw,team_form_last_3gw,fixture_difficulty,strength_overall_home_player_team,strength_overall_away_player_team,strength_attack_home_player_team,strength_attack_away_player_team,strength_defence_home_opponent,strength_defence_away_opponent,now_cost,selected,transfers_in,transfers_out,transfers_balance
1,Raya,GK,1,1,9,Arsenal,ARS,Man Utd,MUN,False,10,90,0,0,1,3,0,7,1,0,0,0,0,0.0,0.0,0.0,1.52,49.2,0.0,0.0,4.9,38,0,1,13,0.0,0.0,4.9,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,71.0,1140,1320,1325,1350,1350,1100,1140,57,1531911,0,0,0
1,Raya,GK,1,2,11,Arsenal,ARS,Leeds,LEE,True,6,90,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.17,13.4,0.0,0.0,1.3,28,0,0,3,0.0,0.0,1.3,8.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,82.5,1050,1320,1325,1350,1350,1050,1100,57,2284634,277339,58680,218659
1,Raya,GK,1,3,25,Arsenal,ARS,Liverpool,LIV,False,2,90,0,0,0,0,1,2,0,0,0,0,0,0.0,0.02,0.02,0.52,20.0,10.0,0.0,3.0,12,0,0,12,0.0,-0.02,3.0,6.0,6.0,90.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,2.0,1.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,57,2406964,146739,159050,-12311
1,Raya,GK,1,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,6,90,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,12.8,0.0,0.0,1.3,24,0,0,9,0.0,0.0,1.3,4.666666666666667,6.0,90.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,2.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,57,2765759,289041,117752,171289
1,Raya,GK,1,5,41,Arsenal,ARS,Man City,MCI,True,2,90,0,0,0,0,1,2,0,0,0,0,0,0.0,0.01,0.01,0.89,21.4,0.0,0.0,2.1,13,0,1,6,0.0,-0.01,2.1,3.3333333333333335,5.2,90.0,0.0,0.0,0.0,0.01,0.01,1.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,57,2762632,98100,107886,-9786
1,Raya,GK,1,6,58,Arsenal,ARS,Newcastle,NEW,False,2,90,0,0,0,0,1,2,0,0,0,0,0,0.0,0.01,0.01,0.61,15.8,0.0,0.0,1.6,11,0,2,10,0.0,-0.01,1.6,3.3333333333333335,3.6,90.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,1.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,57,3029654,357846,130595,227251
1,Raya,GK,1,7,61,Arsenal,ARS,West Ham,WHU,True,6,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.49,3.2,0.0,0.0,0.3,20,0,0,8,0.0,0.0,0.3,3.3333333333333335,3.6,90.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,1.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,57,3297838,287510,75195,212315
2,Arrizabalaga,GK,1,1,9,Arsenal,ARS,Man Utd,MUN,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,43,90618,0,0,0
2,Arrizabalaga,GK,1,2,11,Arsenal,ARS,Leeds,LEE,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,43,89793,2130,11964,-9834
2,Arrizabalaga,GK,1,3,25,Arsenal,ARS,Liverpool,LIV,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,43,81016,1131,12706,-11575
2,Arrizabalaga,GK,1,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,43,76258,1271,8184,-6913
2,Arrizabalaga,GK,1,5,41,Arsenal,ARS,Man City,MCI,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,43,71572,689,6259,-5570
2,Arrizabalaga,GK,1,6,58,Arsenal,ARS,Newcastle,NEW,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,43,67990,713,4942,-4229
2,Arrizabalaga,GK,1,7,61,Arsenal,ARS,West Ham,WHU,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,43,64932,461,3903,-3442
3,Hein,GK,1,1,9,Arsenal,ARS,Man Utd,MUN,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,40,55400,0,0,0
3,Hein,GK,1,2,11,Arsenal,ARS,Leeds,LEE,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,40,64836,3835,5156,-1321
3,Hein,GK,1,3,25,Arsenal,ARS,Liverpool,LIV,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,40,58537,1710,9788,-8078
3,Hein,GK,1,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,40,51317,0,7317,-7317
3,Hein,GK,1,5,41,Arsenal,ARS,Man City,MCI,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,40,47871,0,3824,-3824
3,Hein,GK,1,6,58,Arsenal,ARS,Newcastle,NEW,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,40,44510,0,3374,-3374
3,Hein,GK,1,7,61,Arsenal,ARS,West Ham,WHU,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,40,41629,0,2897,-2897
4,Setford,GK,1,1,9,Arsenal,ARS,Man Utd,MUN,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,40,13373,0,0,0
4,Setford,GK,1,2,11,Arsenal,ARS,Leeds,LEE,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,40,16324,982,1515,-533
4,Setford,GK,1,3,25,Arsenal,ARS,Liverpool,LIV,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,40,20855,2209,1960,249
4,Setford,GK,1,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,40,24801,3875,2089,1786
4,Setford,GK,1,5,41,Arsenal,ARS,Man City,MCI,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,40,27540,3043,1638,1405
4,Setford,GK,1,6,58,Arsenal,ARS,Newcastle,NEW,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,40,28376,2428,1852,576
4,Setford,GK,1,7,61,Arsenal,ARS,West Ham,WHU,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,40,26881,820,1839,-1019
5,Gabriel,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,6,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.52,22.8,0.3,4.0,2.7,23,1,6,1,0.0,0.0,2.7,6.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,63,1696374,0,0,0
5,Gabriel,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,6,90,0,0,1,0,0,0,0,0,0,0,0,0.04,0.01,0.05,0.17,13.4,3.3,6.0,2.3,26,0,3,4,-0.04,-0.01,2.3,6.0,6.0,90.0,0.0,0.0,0.02,0.005,0.025,2.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,63,2292996,335537,80598,254939
5,Gabriel,DEF,2,3,25,Arsenal,ARS,Liverpool,LIV,False,2,90,0,0,0,0,1,0,0,0,0,0,0,0.02,0.01,0.03,0.52,15.4,1.4,2.0,1.9,8,1,6,2,-0.02,-0.01,1.9000000000000001,4.666666666666667,4.666666666666667,90.0,0.0,0.0,0.02,0.006666666666666667,0.02666666666666667,2.0,0.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,63,2291736,137723,165771,-28048
5,Gabriel,DEF,2,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,9,90,0,0,1,1,0,0,0,0,0,0,0,0.2,0.01,0.21,0.2,28.0,1.3,9.0,3.8,32,2,8,3,-0.2,-0.01,3.8000000000000003,5.666666666666667,5.75,90.0,0.0,0.0,0.08666666666666667,0.01,0.09666666666666666,2.0,0.3333333333333333,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,63,2531223,230780,140944,89836
5,Gabriel,DEF,2,5,41,Arsenal,ARS,Man City,MCI,True,2,90,0,0,0,0,1,0,0,0,0,0,0,0.0,0.01,0.01,0.89,19.6,2.3,0.0,2.2,13,1,7,1,0.0,-0.01,2.2,4.333333333333333,5.0,90.0,0.0,0.0,0.07333333333333333,0.01,0.08333333333333333,1.0,0.3333333333333333,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,63,2599245,134864,89060,45804
5,Gabriel,DEF,2,6,58,Arsenal,ARS,Newcastle,NEW,False,13,90,1,0,0,3,1,0,0,0,0,0,0,0.22,0.02,0.24,0.61,76.8,2.5,33.0,11.2,34,3,16,2,0.78,-0.02,11.2,8.0,6.4,90.0,0.3333333333333333,0.0,0.14,0.013333333333333334,0.15333333333333332,1.0,1.3333333333333333,55.0,1320,1320,1325,1350,1350,1240,1320,63,2819407,315054,128821,186233
5,Gabriel,DEF,2,7,61,Arsenal,ARS,West Ham,WHU,True,9,90,0,0,1,1,0,0,0,0,0,0,0,0.0,0.03,0.03,0.49,24.6,2.0,2.0,2.9,33,2,10,0,0.0,-0.03,2.9,8.0,7.0,90.0,0.3333333333333333,0.0,0.07333333333333333,0.02,0.09333333333333334,1.0,1.3333333333333333,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,63,3404817,596289,91638,504651
6,Saliba,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,9,90,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.52,31.4,0.1,0.0,3.2,25,4,10,3,0.0,0.0,3.2,9.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.0,1140,1320,1325,1350,1350,1100,1140,60,1257079,0,0,0
6,Saliba,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,6,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.01,0.01,0.17,18.4,2.1,2.0,2.3,27,0,5,4,0.0,-0.01,2.3,7.5,7.5,90.0,0.0,0.0,0.0,0.005,0.005,2.0,0.5,82.5,1050,1320,1325,1350,1350,1050,1100,60,1933946,311233,63531,247702
6,Saliba,DEF,2,3,25,Arsenal,ARS,Liverpool,LIV,False,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3,4,0,3,0,0.0,0.0,6.75,5.333333333333333,5.333333333333333,61.333333333333336,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,2.0,0.3333333333333333,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,60,2042178,133191,143361,-10170
6,Saliba,DEF,2,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.3333333333333335,4.0,31.333333333333332,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,1.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,60,1635010,26222,465317,-439095
6,Saliba,DEF,2,5,41,Arsenal,ARS,Man City,MCI,True,2,90,0,0,0,0,1,0,0,0,0,0,0,0.13,0.02,0.15,0.89,22.0,3.0,4.0,2.9,15,4,5,8,-0.13,-0.02,2.9,1.0,3.6,31.333333333333332,0.0,0.0,0.043333333333333335,0.006666666666666667,0.049999999999999996,0.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,60,1469699,9735,208139,-198404
6,Saliba,DEF,2,6,58,Arsenal,ARS,Newcastle,NEW,False,1,45,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.07,0.2,5.4,11.8,2.0,1.9,8,0,1,1,0.0,-0.07,3.8000000000000003,1.0,2.0,45.0,0.0,0.0,0.043333333333333335,0.030000000000000002,0.07333333333333333,0.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,60,1489252,52699,66471,-13772
6,Saliba,DEF,2,7,61,Arsenal,ARS,West Ham,WHU,True,6,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.02,0.02,0.49,28.2,2.2,0.0,3.0,30,0,8,4,0.0,-0.02,3.0,3.0,2.0,75.0,0.0,0.0,0.043333333333333335,0.036666666666666674,0.08,1.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,60,1526375,75755,65279,10476
7,Calafiori,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,13,71,1,0,1,2,0,0,1,0,0,0,0,0.91,0.01,0.92,0.87,36.2,2.1,35.0,7.3,33,1,3,5,0.08999999999999997,-0.01,9.253521126760564,13.0,13.0,71.0,1.0,0.0,0.91,0.01,0.92,1.0,2.0,71.0,1140,1320,1325,1350,1350,1100,1140,57,63049,0,0,0
7,Calafiori,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,13,63,0,2,1,1,0,0,0,0,0,0,0,0.39,0.01,0.4,0.17,38.0,21.4,22.0,8.1,38,0,1,1,-0.39,1.99,11.57142857142857,13.0,13.0,67.0,0.5,1.0,0.65,0.01,0.66,2.0,1.5,82.5,1050,1320,1325,1350,1350,1050,1100,57,500185,275549,26292,249257
7,Calafiori,DEF,2,3,25,Arsenal,ARS,Liverpool,LIV,False,2,90,0,0,0,0,1,0,0,0,0,0,0,0.13,0.01,0.14,0.52,9.8,1.9,11.0,2.3,9,2,5,3,-0.13,-0.01,2.3,9.333333333333334,9.333333333333334,74.66666666666667,0.3333333333333333,0.6666666666666666,0.47666666666666674,0.01,0.48666666666666664,2.0,1.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,57,982437,429321,68237,361084
7,Calafiori,DEF,2,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,5,67,0,0,1,0,0,0,1,0,0,0,0,0.0,0.01,0.01,0.1,5.4,12.6,2.0,2.0,16,2,1,1,0.0,-0.01,2.6865671641791042,6.666666666666667,8.25,73.33333333333333,0.0,0.6666666666666666,0.17333333333333334,0.01,0.18333333333333335,2.0,0.3333333333333333,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,57,1569650,534037,74840,459197
7,Calafiori,DEF,2,5,41,Arsenal,ARS,Man City,MCI,True,2,90,0,0,0,0,1,0,0,0,0,0,0,0.14,0.05,0.19,0.89,3.6,6.2,19.0,2.9,7,3,2,6,-0.14,-0.05,2.9,3.0,7.0,82.33333333333333,0.0,0.0,0.09000000000000001,0.023333333333333334,0.11333333333333334,1.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,57,1636657,156708,80907,75801
7,Calafiori,DEF,2,6,58,Arsenal,ARS,Newcastle,NEW,False,1,69,0,0,0,0,1,0,1,0,0,0,0,0.1,0.04,0.14,0.53,3.6,16.8,10.0,3.0,0,0,3,3,-0.1,-0.04,3.9130434782608696,2.6666666666666665,4.6,75.33333333333333,0.0,0.0,0.08,0.03333333333333333,0.11333333333333334,1.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,57,1745426,170270,85696,84574
7,Calafiori,DEF,2,7,61,Arsenal,ARS,West Ham,WHU,True,6,74,0,0,1,0,0,0,0,0,0,0,0,0.17,0.02,0.19,0.36,8.8,5.4,19.0,3.3,26,3,3,5,-0.17,-0.02,4.013513513513513,3.0,3.2,77.66666666666667,0.0,0.0,0.1366666666666667,0.036666666666666674,0.17333333333333334,1.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,57,1786011,121007,95878,25129
8,J.Timber,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,0,19,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.66,3.0,0.3,0.0,0.3,-3,2,1,1,0.0,0.0,1.4210526315789473,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,59,210465,0,0,0
8,J.Timber,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,24,63,2,1,1,3,0,0,0,0,0,0,0,0.81,0.05,0.86,0.17,95.0,28.5,75.0,19.9,68,4,2,1,1.19,0.95,28.428571428571427,12.0,12.0,41.0,1.0,0.5,0.405,0.025,0.43,1.0,1.5,82.5,1050,1320,1325,1350,1350,1050,1100,59,219095,14581,37592,-23011
8,J.Timber,DEF,2,3,25,Arsenal,ARS,Liverpool,LIV,False,2,90,0,0,0,0,1,0,0,0,0,0,0,0.09,0.05,0.14,0.52,11.4,12.4,11.0,3.5,7,2,5,4,-0.09,-0.05,3.5,8.666666666666666,8.666666666666666,57.333333333333336,0.6666666666666666,0.3333333333333333,0.3,0.03333333333333333,0.3333333333333333,1.0,1.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,59,828444,509691,60339,449352
8,J.Timber,DEF,2,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,8,90,0,0,1,2,0,0,0,0,0,0,0,0.3,0.02,0.32,0.2,19.8,13.0,35.0,6.8,37,2,4,2,-0.3,-0.02,6.8,11.333333333333334,8.5,81.0,0.6666666666666666,0.3333333333333333,0.4000000000000001,0.04,0.44,2.0,1.6666666666666667,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,59,1235377,380134,69593,310541
8,J.Timber,DEF,2,5,41,Arsenal,ARS,Man City,MCI,True,1,79,0,0,0,0,1,0,1,0,0,0,0,0.0,0.05,0.05,0.65,17.0,13.9,8.0,3.9,16,7,1,3,0.0,-0.05,4.443037974683544,3.6666666666666665,7.0,86.33333333333333,0.0,0.0,0.13,0.04,0.17,1.0,0.6666666666666666,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,59,1494975,300378,61324,239054
8,J.Timber,DEF,2,6,58,Arsenal,ARS,Newcastle,NEW,False,2,90,0,0,0,0,1,0,0,0,0,0,0,0.53,0.21,0.74,0.61,24.6,38.2,25.0,8.8,10,2,4,4,-0.53,-0.21,8.8,3.6666666666666665,7.4,86.33333333333333,0.0,0.0,0.27666666666666667,0.09333333333333334,0.36999999999999994,1.0,0.6666666666666666,55.0,1320,1320,1325,1350,1350,1240,1320,59,1679103,250497,93628,156869
8,J.Timber,DEF,2,7,61,Arsenal,ARS,West Ham,WHU,True,11,90,0,1,1,2,0,0,0,0,0,0,0,0.16,0.03,0.19,0.49,20.2,16.8,29.0,6.6,43,6,3,3,-0.16,0.97,6.6,4.666666666666667,4.8,86.33333333333333,0.0,0.3333333333333333,0.23,0.09666666666666666,0.32666666666666666,1.0,0.6666666666666666,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,59,1910147,274109,77109,197000
9,Kiwior,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,54,12048,0,0,0
9,Kiwior,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,54,12677,397,2151,-1754
9,Kiwior,DEF,2,3,25,Arsenal,ARS,Liverpool,LIV,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333333,1380,1320,1325,1350,1350,1380,1380,54,11834,529,2485,-1956
9,Kiwior,DEF,2,4,31,Arsenal,ARS,Nott'm Forest,NFO,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33333333333333,1180,1320,1325,1350,1350,1180,1180,54,9452,193,2850,-2657
9,Kiwior,DEF,2,5,41,Arsenal,ARS,Man City,MCI,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,1300,1320,1325,1350,1350,1300,1380,54,8209,0,1312,-1312
9,Kiwior,DEF,2,6,58,Arsenal,ARS,Newcastle,NEW,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1320,1320,1325,1350,1350,1240,1320,54,7578,0,653,-653
9,Kiwior,DEF,2,7,61,Arsenal,ARS,West Ham,WHU,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.666666666666664,1100,1320,1325,1350,1350,1100,1100,54,7242,0,348,-348
10,Lewis-Skelly,DEF,2,1,9,Arsenal,ARS,Man Utd,MUN,False,0,18,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.66,0.2,0.0,0.0,0.0,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1140,1320,1325,1350,1350,1100,1140,52,399029,0,0,0
10,Lewis-Skelly,DEF,2,2,11,Arsenal,ARS,Leeds,LEE,True,1,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.2,3.7,0.0,0.8,7,1,0,2,0.0,0.0,2.769230769230769,0.5,0.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1050,1320,1325,1350,1350,1050,1100,52,406745,19189,72637,-53448
